,Admin2,FIPS,Lat,Long_,Confirmed,Deaths,STNAME,CTYNAME,POPESTIMATE2019,Abbreviation,Mortality,Conf100,Deaths100,Ctylabel,text,text100
1690,Gosper,31073.0,40.51481965,-99.83020279,19,0,Nebraska,Gosper County,1990,NE,0.0,954.7738693467337,0.0,"Gosper, NE","Gosper, NE<br>Cases: 19<br>Deaths: 0","Gosper, NE<br>Cases per 100k pop: 954.8<br>Deaths per 100k pop: 0.0"
1691,Grant,31075.0,41.91528587,-101.740701,0,0,Nebraska,Grant County,623,NE,,0.0,0.0,"Grant, NE","Grant, NE<br>Cases: 0<br>Deaths: 0","Grant, NE<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1692,Greeley,31077.0,41.56742671,-98.52150266,10,0,Nebraska,Greeley County,2356,NE,0.0,424.44821731748726,0.0,"Greeley, NE","Greeley, NE<br>Cases: 10<br>Deaths: 0","Greeley, NE<br>Cases per 100k pop: 424.4<br>Deaths per 100k pop: 0.0"
1693,Hall,31079.0,40.87257079,-98.50218293,1746,45,Nebraska,Hall County,61353,NE,2.58,2845.8266099457237,73.34604664808568,"Hall, NE","Hall, NE<br>Cases: 1746<br>Deaths: 45","Hall, NE<br>Cases per 100k pop: 2845.8<br>Deaths per 100k pop: 73.3"
1694,Hamilton,31081.0,40.87349452,-98.02099117,100,12,Nebraska,Hamilton County,9324,NE,12.0,1072.5010725010725,128.7001287001287,"Hamilton, NE","Hamilton, NE<br>Cases: 100<br>Deaths: 12","Hamilton, NE<br>Cases per 100k pop: 1072.5<br>Deaths per 100k pop: 128.7"
1695,Harlan,31083.0,40.17658508,-99.40438879,1,0,Nebraska,Harlan County,3380,NE,0.0,29.585798816568047,0.0,"Harlan, NE","Harlan, NE<br>Cases: 1<br>Deaths: 0","Harlan, NE<br>Cases per 100k pop: 29.6<br>Deaths per 100k pop: 0.0"
1696,Hayes,31085.0,40.52451972,-101.0603568,0,0,Nebraska,Hayes County,922,NE,,0.0,0.0,"Hayes, NE","Hayes, NE<br>Cases: 0<br>Deaths: 0","Hayes, NE<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1697,Hitchcock,31087.0,40.17609175,-101.04164770000001,1,0,Nebraska,Hitchcock County,2762,NE,0.0,36.205648081100655,0.0,"Hitchcock, NE","Hitchcock, NE<br>Cases: 1<br>Deaths: 0","Hitchcock, NE<br>Cases per 100k pop: 36.2<br>Deaths per 100k pop: 0.0"
1698,Holt,31089.0,42.45522056,-98.78402558,13,0,Nebraska,Holt County,10067,NE,0.0,129.1347968610311,0.0,"Holt, NE","Holt, NE<br>Cases: 13<br>Deaths: 0","Holt, NE<br>Cases per 100k pop: 129.1<br>Deaths per 100k pop: 0.0"
1699,Hooker,31091.0,41.91586243,-101.1354293,4,0,Nebraska,Hooker County,682,NE,0.0,586.5102639296188,0.0,"Hooker, NE","Hooker, NE<br>Cases: 4<br>Deaths: 0","Hooker, NE<br>Cases per 100k pop: 586.5<br>Deaths per 100k pop: 0.0"
1700,Howard,31093.0,41.2200529,-98.5166499,55,4,Nebraska,Howard County,6445,NE,7.27,853.3747090768037,62.06361520558573,"Howard, NE","Howard, NE<br>Cases: 55<br>Deaths: 4","Howard, NE<br>Cases per 100k pop: 853.4<br>Deaths per 100k pop: 62.1"
1701,Jefferson,31095.0,40.17584531,-97.142601,17,0,Nebraska,Jefferson County,7046,NE,0.0,241.27164348566563,0.0,"Jefferson, NE","Jefferson, NE<br>Cases: 17<br>Deaths: 0","Jefferson, NE<br>Cases per 100k pop: 241.3<br>Deaths per 100k pop: 0.0"
1702,Johnson,31097.0,40.39257596,-96.26522753,14,0,Nebraska,Johnson County,5071,NE,0.0,276.07966870439753,0.0,"Johnson, NE","Johnson, NE<br>Cases: 14<br>Deaths: 0","Johnson, NE<br>Cases per 100k pop: 276.1<br>Deaths per 100k pop: 0.0"
1703,Kearney,31099.0,40.50663314,-98.94877182,53,0,Nebraska,Kearney County,6495,NE,0.0,816.0123171670516,0.0,"Kearney, NE","Kearney, NE<br>Cases: 53<br>Deaths: 0","Kearney, NE<br>Cases per 100k pop: 816.0<br>Deaths per 100k pop: 0.0"
1704,Keith,31101.0,41.19930341,-101.66201640000001,23,0,Nebraska,Keith County,8034,NE,0.0,286.28329599203386,0.0,"Keith, NE","Keith, NE<br>Cases: 23<br>Deaths: 0","Keith, NE<br>Cases per 100k pop: 286.3<br>Deaths per 100k pop: 0.0"
1705,Keya Paha,31103.0,42.87990694,-99.71343729,0,0,Nebraska,Keya Paha County,806,NE,,0.0,0.0,"Keya Paha, NE","Keya Paha, NE<br>Cases: 0<br>Deaths: 0","Keya Paha, NE<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1706,Kimball,31105.0,41.19774275,-103.7148131,15,0,Nebraska,Kimball County,3632,NE,0.0,412.9955947136564,0.0,"Kimball, NE","Kimball, NE<br>Cases: 15<br>Deaths: 0","Kimball, NE<br>Cases per 100k pop: 413.0<br>Deaths per 100k pop: 0.0"
1707,Knox,31107.0,42.63758421,-97.89178836,36,0,Nebraska,Knox County,8332,NE,0.0,432.06913106096977,0.0,"Knox, NE","Knox, NE<br>Cases: 36<br>Deaths: 0","Knox, NE<br>Cases per 100k pop: 432.1<br>Deaths per 100k pop: 0.0"
1708,Lancaster,31109.0,40.78416049,-96.68777155,3312,17,Nebraska,Lancaster County,319090,NE,0.51,1037.9516750759974,5.3276505061267985,"Lancaster, NE","Lancaster, NE<br>Cases: 3312<br>Deaths: 17","Lancaster, NE<br>Cases per 100k pop: 1038.0<br>Deaths per 100k pop: 5.3"
1709,Lincoln,31111.0,41.04658298,-100.74753740000001,125,2,Nebraska,Lincoln County,34914,NE,1.6,358.0225697427966,5.728361115884745,"Lincoln, NE","Lincoln, NE<br>Cases: 125<br>Deaths: 2","Lincoln, NE<br>Cases per 100k pop: 358.0<br>Deaths per 100k pop: 5.7"
1710,Logan,31113.0,41.56650314,-100.4817851,0,0,Nebraska,Logan County,748,NE,,0.0,0.0,"Logan, NE","Logan, NE<br>Cases: 0<br>Deaths: 0","Logan, NE<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1711,Loup,31115.0,41.91371961,-99.45440415,0,0,Nebraska,Loup County,664,NE,,0.0,0.0,"Loup, NE","Loup, NE<br>Cases: 0<br>Deaths: 0","Loup, NE<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1712,McPherson,31117.0,41.56797682,-101.05993620000001,5,0,Nebraska,McPherson County,494,NE,0.0,1012.1457489878543,0.0,"McPherson, NE","McPherson, NE<br>Cases: 5<br>Deaths: 0","McPherson, NE<br>Cases per 100k pop: 1012.1<br>Deaths per 100k pop: 0.0"
1713,Madison,31119.0,41.91676024,-97.6005481,461,5,Nebraska,Madison County,35099,NE,1.08,1313.4277329838458,14.245420097438673,"Madison, NE","Madison, NE<br>Cases: 461<br>Deaths: 5","Madison, NE<br>Cases per 100k pop: 1313.4<br>Deaths per 100k pop: 14.2"
1714,Merrick,31121.0,41.16624273,-98.0374887,62,0,Nebraska,Merrick County,7755,NE,0.0,799.4842037395229,0.0,"Merrick, NE","Merrick, NE<br>Cases: 62<br>Deaths: 0","Merrick, NE<br>Cases per 100k pop: 799.5<br>Deaths per 100k pop: 0.0"
1715,Morrill,31123.0,41.71711774,-103.0061405,58,0,Nebraska,Morrill County,4642,NE,0.0,1249.4614390348988,0.0,"Morrill, NE","Morrill, NE<br>Cases: 58<br>Deaths: 0","Morrill, NE<br>Cases per 100k pop: 1249.5<br>Deaths per 100k pop: 0.0"
1716,Nance,31125.0,41.39750195,-97.99327291,8,0,Nebraska,Nance County,3519,NE,0.0,227.3373117362887,0.0,"Nance, NE","Nance, NE<br>Cases: 8<br>Deaths: 0","Nance, NE<br>Cases per 100k pop: 227.3<br>Deaths per 100k pop: 0.0"
1717,Nemaha,31127.0,40.38514847,-95.85433992,33,0,Nebraska,Nemaha County,6972,NE,0.0,473.32185886402755,0.0,"Nemaha, NE","Nemaha, NE<br>Cases: 33<br>Deaths: 0","Nemaha, NE<br>Cases per 100k pop: 473.3<br>Deaths per 100k pop: 0.0"
1718,Nuckolls,31129.0,40.17637905,-98.04743961,5,0,Nebraska,Nuckolls County,4148,NE,0.0,120.54001928640308,0.0,"Nuckolls, NE","Nuckolls, NE<br>Cases: 5<br>Deaths: 0","Nuckolls, NE<br>Cases per 100k pop: 120.5<br>Deaths per 100k pop: 0.0"
1719,Otoe,31131.0,40.64843556,-96.13374142,53,0,Nebraska,Otoe County,16012,NE,0.0,331.00174868848364,0.0,"Otoe, NE","Otoe, NE<br>Cases: 53<br>Deaths: 0","Otoe, NE<br>Cases per 100k pop: 331.0<br>Deaths per 100k pop: 0.0"
1720,Pawnee,31133.0,40.13141096,-96.23705437,9,0,Nebraska,Pawnee County,2613,NE,0.0,344.4316877152698,0.0,"Pawnee, NE","Pawnee, NE<br>Cases: 9<br>Deaths: 0","Pawnee, NE<br>Cases per 100k pop: 344.4<br>Deaths per 100k pop: 0.0"
1721,Perkins,31135.0,40.85082525,-101.6502942,18,7,Nebraska,Perkins County,2891,NE,38.89,622.6219301279834,242.13075060532688,"Perkins, NE","Perkins, NE<br>Cases: 18<br>Deaths: 7","Perkins, NE<br>Cases per 100k pop: 622.6<br>Deaths per 100k pop: 242.1"
1722,Phelps,31137.0,40.51156033,-99.41461667,40,0,Nebraska,Phelps County,9034,NE,0.0,442.77175116227585,0.0,"Phelps, NE","Phelps, NE<br>Cases: 40<br>Deaths: 0","Phelps, NE<br>Cases per 100k pop: 442.8<br>Deaths per 100k pop: 0.0"
1723,Pierce,31139.0,42.26434853,-97.60122773,21,0,Nebraska,Pierce County,7148,NE,0.0,293.78847229994403,0.0,"Pierce, NE","Pierce, NE<br>Cases: 21<br>Deaths: 0","Pierce, NE<br>Cases per 100k pop: 293.8<br>Deaths per 100k pop: 0.0"
1724,Platte,31141.0,41.57246836,-97.52144359,797,3,Nebraska,Platte County,33470,NE,0.38,2381.23692859277,8.9632506722438,"Platte, NE","Platte, NE<br>Cases: 797<br>Deaths: 3","Platte, NE<br>Cases per 100k pop: 2381.2<br>Deaths per 100k pop: 9.0"
1725,Polk,31143.0,41.18813488,-97.56630712,27,0,Nebraska,Polk County,5213,NE,0.0,517.9359294072511,0.0,"Polk, NE","Polk, NE<br>Cases: 27<br>Deaths: 0","Polk, NE<br>Cases per 100k pop: 517.9<br>Deaths per 100k pop: 0.0"
1726,Red Willow,31145.0,40.17556879999999,-100.476998,17,0,Nebraska,Red Willow County,10724,NE,0.0,158.52293920179036,0.0,"Red Willow, NE","Red Willow, NE<br>Cases: 17<br>Deaths: 0","Red Willow, NE<br>Cases per 100k pop: 158.5<br>Deaths per 100k pop: 0.0"
1727,Richardson,31147.0,40.1247415,-95.71755036,23,1,Nebraska,Richardson County,7865,NE,4.35,292.43483788938335,12.714558169103624,"Richardson, NE","Richardson, NE<br>Cases: 23<br>Deaths: 1","Richardson, NE<br>Cases per 100k pop: 292.4<br>Deaths per 100k pop: 12.7"
1728,Rock,31149.0,42.42252217,-99.44832069,3,0,Nebraska,Rock County,1357,NE,0.0,221.0759027266028,0.0,"Rock, NE","Rock, NE<br>Cases: 3<br>Deaths: 0","Rock, NE<br>Cases per 100k pop: 221.1<br>Deaths per 100k pop: 0.0"
1729,Saline,31151.0,40.52418865,-97.14085859,597,2,Nebraska,Saline County,14224,NE,0.34,4197.131608548932,14.0607424071991,"Saline, NE","Saline, NE<br>Cases: 597<br>Deaths: 2","Saline, NE<br>Cases per 100k pop: 4197.1<br>Deaths per 100k pop: 14.1"
1730,Sarpy,31153.0,41.11314181,-96.11156432,2290,11,Nebraska,Sarpy County,187196,NE,0.48,1223.3167375371268,5.8761939357678585,"Sarpy, NE","Sarpy, NE<br>Cases: 2290<br>Deaths: 11","Sarpy, NE<br>Cases per 100k pop: 1223.3<br>Deaths per 100k pop: 5.9"
1731,Saunders,31155.0,41.227810299999994,-96.63773905,161,2,Nebraska,Saunders County,21578,NE,1.24,746.1303179163963,9.268699601445917,"Saunders, NE","Saunders, NE<br>Cases: 161<br>Deaths: 2","Saunders, NE<br>Cases per 100k pop: 746.1<br>Deaths per 100k pop: 9.3"
1732,Scotts Bluff,31157.0,41.85070896,-103.70809859999999,301,6,Nebraska,Scotts Bluff County,35618,NE,1.99,845.0783311808636,16.845415239485654,"Scotts Bluff, NE","Scotts Bluff, NE<br>Cases: 301<br>Deaths: 6","Scotts Bluff, NE<br>Cases per 100k pop: 845.1<br>Deaths per 100k pop: 16.8"
1733,Seward,31159.0,40.87241834,-97.139673,122,1,Nebraska,Seward County,17284,NE,0.82,705.855126128211,5.785697755149271,"Seward, NE","Seward, NE<br>Cases: 122<br>Deaths: 1","Seward, NE<br>Cases per 100k pop: 705.9<br>Deaths per 100k pop: 5.8"
1734,Sheridan,31161.0,42.50284406,-102.4126613,11,0,Nebraska,Sheridan County,5246,NE,0.0,209.6835684330919,0.0,"Sheridan, NE","Sheridan, NE<br>Cases: 11<br>Deaths: 0","Sheridan, NE<br>Cases per 100k pop: 209.7<br>Deaths per 100k pop: 0.0"
1735,Sherman,31163.0,41.22045983,-98.97588642,11,0,Nebraska,Sherman County,3001,NE,0.0,366.54448517160944,0.0,"Sherman, NE","Sherman, NE<br>Cases: 11<br>Deaths: 0","Sherman, NE<br>Cases per 100k pop: 366.5<br>Deaths per 100k pop: 0.0"
1736,Sioux,31165.0,42.48932059,-103.7576544,5,0,Nebraska,Sioux County,1166,NE,0.0,428.8164665523156,0.0,"Sioux, NE","Sioux, NE<br>Cases: 5<br>Deaths: 0","Sioux, NE<br>Cases per 100k pop: 428.8<br>Deaths per 100k pop: 0.0"
1737,Stanton,31167.0,41.9169835,-97.19394708,32,0,Nebraska,Stanton County,5920,NE,0.0,540.5405405405405,0.0,"Stanton, NE","Stanton, NE<br>Cases: 32<br>Deaths: 0","Stanton, NE<br>Cases per 100k pop: 540.5<br>Deaths per 100k pop: 0.0"
1738,Thayer,31169.0,40.17626377,-97.59504381,27,0,Nebraska,Thayer County,5003,NE,0.0,539.6761942834299,0.0,"Thayer, NE","Thayer, NE<br>Cases: 27<br>Deaths: 0","Thayer, NE<br>Cases per 100k pop: 539.7<br>Deaths per 100k pop: 0.0"
1739,Thomas,31171.0,41.91358968,-100.5556632,1,0,Nebraska,Thomas County,722,NE,0.0,138.50415512465375,0.0,"Thomas, NE","Thomas, NE<br>Cases: 1<br>Deaths: 0","Thomas, NE<br>Cases per 100k pop: 138.5<br>Deaths per 100k pop: 0.0"
1740,Thurston,31173.0,42.15725356,-96.54157099,205,4,Nebraska,Thurston County,7224,NE,1.95,2837.763012181617,55.370985603543744,"Thurston, NE","Thurston, NE<br>Cases: 205<br>Deaths: 4","Thurston, NE<br>Cases per 100k pop: 2837.8<br>Deaths per 100k pop: 55.4"
1741,Valley,31175.0,41.56730777,-98.98197724,10,0,Nebraska,Valley County,4158,NE,0.0,240.5002405002405,0.0,"Valley, NE","Valley, NE<br>Cases: 10<br>Deaths: 0","Valley, NE<br>Cases per 100k pop: 240.5<br>Deaths per 100k pop: 0.0"
1742,Washington,31177.0,41.52815707,-96.22019892,126,1,Nebraska,Washington County,20729,NE,0.79,607.8440831685078,4.824159390226253,"Washington, NE","Washington, NE<br>Cases: 126<br>Deaths: 1","Washington, NE<br>Cases per 100k pop: 607.8<br>Deaths per 100k pop: 4.8"
1743,Wayne,31179.0,42.20934475,-97.11926964,37,0,Nebraska,Wayne County,9385,NE,0.0,394.2461374533831,0.0,"Wayne, NE","Wayne, NE<br>Cases: 37<br>Deaths: 0","Wayne, NE<br>Cases per 100k pop: 394.2<br>Deaths per 100k pop: 0.0"
1744,Webster,31181.0,40.17642643,-98.50019851,10,0,Nebraska,Webster County,3487,NE,0.0,286.77946659019216,0.0,"Webster, NE","Webster, NE<br>Cases: 10<br>Deaths: 0","Webster, NE<br>Cases per 100k pop: 286.8<br>Deaths per 100k pop: 0.0"
1745,Wheeler,31183.0,41.91482725,-98.52798941,1,0,Nebraska,Wheeler County,783,NE,0.0,127.7139208173691,0.0,"Wheeler, NE","Wheeler, NE<br>Cases: 1<br>Deaths: 0","Wheeler, NE<br>Cases per 100k pop: 127.7<br>Deaths per 100k pop: 0.0"
1746,York,31185.0,40.87272618,-97.59710186,80,0,Nebraska,York County,13679,NE,0.0,584.8380729585496,0.0,"York, NE","York, NE<br>Cases: 80<br>Deaths: 0","York, NE<br>Cases per 100k pop: 584.8<br>Deaths per 100k pop: 0.0"
1747,Churchill,32001.0,39.58105744,-118.3394607,69,1,Nevada,Churchill County,24909,NV,1.45,277.0083102493075,4.014613192018949,"Churchill, NV","Churchill, NV<br>Cases: 69<br>Deaths: 1","Churchill, NV<br>Cases per 100k pop: 277.0<br>Deaths per 100k pop: 4.0"
1748,Clark,32003.0,36.21458855,-115.0130241,49151,811,Nevada,Clark County,2266715,NV,1.65,2168.3802330685594,35.77864883763508,"Clark, NV","Clark, NV<br>Cases: 49151<br>Deaths: 811","Clark, NV<br>Cases per 100k pop: 2168.4<br>Deaths per 100k pop: 35.8"
1749,Douglas,32005.0,38.912862,-119.61713329999999,205,0,Nevada,Douglas County,48905,NV,0.0,419.1800429403946,0.0,"Douglas, NV","Douglas, NV<br>Cases: 205<br>Deaths: 0","Douglas, NV<br>Cases per 100k pop: 419.2<br>Deaths per 100k pop: 0.0"
1750,Elko,32007.0,41.14531606,-115.3577619,553,2,Nevada,Elko County,52778,NV,0.36,1047.7850619576338,3.7894577285990376,"Elko, NV","Elko, NV<br>Cases: 553<br>Deaths: 2","Elko, NV<br>Cases per 100k pop: 1047.8<br>Deaths per 100k pop: 3.8"
1751,Esmeralda,32009.0,37.78436681,-117.63199990000001,0,0,Nevada,Esmeralda County,873,NV,,0.0,0.0,"Esmeralda, NV","Esmeralda, NV<br>Cases: 0<br>Deaths: 0","Esmeralda, NV<br>Cases per 100k pop: 0.0<br>Deaths per 100k pop: 0.0"
1752,Eureka,32011.0,39.98100864,-116.26832040000001,3,0,Nevada,Eureka County,2029,NV,0.0,147.85608674223755,0.0,"Eureka, NV","Eureka, NV<br>Cases: 3<br>Deaths: 0","Eureka, NV<br>Cases per 100k pop: 147.9<br>Deaths per 100k pop: 0.0"
1753,Humboldt,32013.0,41.40692186,-118.11094270000001,105,4,Nevada,Humboldt County,16831,NV,3.81,623.8488503356901,23.76567048897867,"Humboldt, NV","Humboldt, NV<br>Cases: 105<br>Deaths: 4","Humboldt, NV<br>Cases per 100k pop: 623.8<br>Deaths per 100k pop: 23.8"
1754,Lander,32015.0,39.933223299999995,-117.03970749999999,51,1,Nevada,Lander County,5532,NV,1.96,921.9088937093276,18.076644974692698,"Lander, NV","Lander, NV<br>Cases: 51<br>Deaths: 1","Lander, NV<br>Cases per 100k pop: 921.9<br>Deaths per 100k pop: 18.1"
1755,Lincoln,32017.0,37.64268459,-114.8790388,5,0,Nevada,Lincoln County,5183,NV,0.0,96.46922631680494,0.0,"Lincoln, NV","Lincoln, NV<br>Cases: 5<br>Deaths: 0","Lincoln, NV<br>Cases per 100k pop: 96.5<br>Deaths per 100k pop: 0.0"
1756,Lyon,32019.0,39.01777974,-119.18704790000001,230,6,Nevada,Lyon County,57510,NV,2.61,399.9304468788037,10.432968179447053,"Lyon, NV","Lyon, NV<br>Cases: 230<br>Deaths: 6","Lyon, NV<br>Cases per 100k pop: 399.9<br>Deaths per 100k pop: 10.4"
1757,Mineral,32021.0,38.53841696,-118.4344506,11,0,Nevada,Mineral County,4505,NV,0.0,244.173140954495,0.0,"Mineral, NV","Mineral, NV<br>Cases: 11<br>Deaths: 0","Mineral, NV<br>Cases per 100k pop: 244.2<br>Deaths per 100k pop: 0.0"
1758,Nye,32023.0,38.04264256,-116.47227020000001,408,9,Nevada,Nye County,46523,NV,2.21,876.985577026417,19.34527008146508,"Nye, NV","Nye, NV<br>Cases: 408<br>Deaths: 9","Nye, NV<br>Cases per 100k pop: 877.0<br>Deaths per 100k pop: 19.3"
1759,Pershing,32027.0,40.44003782,-118.40056409999998,14,0,Nevada,Pershing County,6725,NV,0.0,208.17843866171003,0.0,"Pershing, NV","Pershing, NV<br>Cases: 14<br>Deaths: 0","Pershing, NV<br>Cases per 100k pop: 208.2<br>Deaths per 100k pop: 0.0"
1760,Storey,32029.0,39.44875482,-119.5250207,5,0,Nevada,Storey County,4123,NV,0.0,121.2709192335678,0.0,"Storey, NV","Storey, NV<br>Cases: 5<br>Deaths: 0","Storey, NV<br>Cases per 100k pop: 121.3<br>Deaths per 100k pop: 0.0"
1761,Washoe,32031.0,40.66562265,-119.6631594,5792,120,Nevada,Washoe County,471519,NV,2.07,1228.3704368222702,25.449663746317754,"Washoe, NV","Washoe, NV<br>Cases: 5792<br>Deaths: 120","Washoe, NV<br>Cases per 100k pop: 1228.4<br>Deaths per 100k pop: 25.4"
1762,White Pine,32033.0,39.44157041,-114.89996599999999,15,1,Nevada,White Pine County,9580,NV,6.67,156.57620041753654,10.438413361169102,"White Pine, NV","White Pine, NV<br>Cases: 15<br>Deaths: 1","White Pine, NV<br>Cases per 100k pop: 156.6<br>Deaths per 100k pop: 10.4"
1763,Carson City,32510.0,39.15509045,-119.7480219,355,8,Nevada,Carson City,55916,NV,2.25,634.880892767723,14.307175048286716,"Carson City, NV","Carson City, NV<br>Cases: 355<br>Deaths: 8","Carson City, NV<br>Cases per 100k pop: 634.9<br>Deaths per 100k pop: 14.3"
1764,Belknap,33001.0,43.51637314,-71.41684235,115,4,New Hampshire,Belknap County,61303,NH,3.48,187.59277686247003,6.524966151738088,"Belknap, NH","Belknap, NH<br>Cases: 115<br>Deaths: 4","Belknap, NH<br>Cases per 100k pop: 187.6<br>Deaths per 100k pop: 6.5"
1765,Carroll,33003.0,43.87498583,-71.20430216,94,1,New Hampshire,Carroll County,48910,NH,1.06,192.18973625025558,2.0445716622367613,"Carroll, NH","Carroll, NH<br>Cases: 94<br>Deaths: 1","Carroll, NH<br>Cases per 100k pop: 192.2<br>Deaths per 100k pop: 2.0"
1766,Cheshire,33005.0,42.92015988,-72.25311043,99,3,New Hampshire,Cheshire County,76085,NH,3.03,130.11763159624104,3.9429585332194255,"Cheshire, NH","Cheshire, NH<br>Cases: 99<br>Deaths: 3","Cheshire, NH<br>Cases per 100k pop: 130.1<br>Deaths per 100k pop: 3.9"
1767,Coos,33007.0,44.69063265,-71.30633239,17,0,New Hampshire,Coos County,31563,NH,0.0,53.86053290244907,0.0,"Coos, NH","Coos, NH<br>Cases: 17<br>Deaths: 0","Coos, NH<br>Cases per 100k pop: 53.9<br>Deaths per 100k pop: 0.0"
1768,Grafton,33009.0,43.93779815,-71.82057197,103,1,New Hampshire,Grafton County,89886,NH,0.97,114.58959126004049,1.1125203034955389,"Grafton, NH","Grafton, NH<br>Cases: 103<br>Deaths: 1","Grafton, NH<br>Cases per 100k pop: 114.6<br>Deaths per 100k pop: 1.1"
1769,Hillsborough,33011.0,42.91537785,-71.7200253,3855,279,New Hampshire,Hillsborough County,417025,NH,7.24,924.4050116899466,66.90246388106229,"Hillsborough, NH","Hillsborough, NH<br>Cases: 3855<br>Deaths: 279","Hillsborough, NH<br>Cases per 100k pop: 924.4<br>Deaths per 100k pop: 66.9"
1770,Merrimack,33013.0,43.29662971,-71.6811573,466,21,New Hampshire,Merrimack County,151391,NH,4.51,307.8122213341612,13.871366197462201,"Merrimack, NH","Merrimack, NH<br>Cases: 466<br>Deaths: 21","Merrimack, NH<br>Cases per 100k pop: 307.8<br>Deaths per 100k pop: 13.9"
1771,Rockingham,33015.0,42.98499744,-71.12883377,1691,96,New Hampshire,Rockingham County,309769,NH,5.68,545.8906475470432,30.99083510615975,"Rockingham, NH","Rockingham, NH<br>Cases: 1691<br>Deaths: 96","Rockingham, NH<br>Cases per 100k pop: 545.9<br>Deaths per 100k pop: 31.0"
1772,Strafford,33017.0,43.291833000000004,-71.02336013,360,13,New Hampshire,Strafford County,130633,NH,3.61,275.5812084235989,9.951543637518851,"Strafford, NH","Strafford, NH<br>Cases: 360<br>Deaths: 13","Strafford, NH<br>Cases per 100k pop: 275.6<br>Deaths per 100k pop: 10.0"
1773,Sullivan,33019.0,43.36094111,-72.22203125,40,1,New Hampshire,Sullivan County,43146,NH,2.5,92.70847819033051,2.3177119547582627,"Sullivan, NH","Sullivan, NH<br>Cases: 40<br>Deaths: 1","Sullivan, NH<br>Cases per 100k pop: 92.7<br>Deaths per 100k pop: 2.3"
1774,Atlantic,34001.0,39.47538693,-74.65848483,3469,252,New Jersey,Atlantic County,263670,NJ,7.26,1315.6597261728675,95.5740129707589,"Atlantic, NJ","Atlantic, NJ<br>Cases: 3469<br>Deaths: 252","Atlantic, NJ<br>Cases per 100k pop: 1315.7<br>Deaths per 100k pop: 95.6"
1775,Bergen,34003.0,40.96010917,-74.07164325,20825,2038,New Jersey,Bergen County,932202,NJ,9.79,2233.9578760826516,218.62214412756035,"Bergen, NJ","Bergen, NJ<br>Cases: 20825<br>Deaths: 2038","Bergen, NJ<br>Cases per 100k pop: 2234.0<br>Deaths per 100k pop: 218.6"
1776,Burlington,34005.0,39.87681124,-74.66927768,6025,473,New Jersey,Burlington County,445349,NJ,7.85,1352.8715681409412,106.20883846152118,"Burlington, NJ","Burlington, NJ<br>Cases: 6025<br>Deaths: 473","Burlington, NJ<br>Cases per 100k pop: 1352.9<br>Deaths per 100k pop: 106.2"
1777,Camden,34007.0,39.80343818,-74.96388753,8580,580,New Jersey,Camden County,506471,NJ,6.76,1694.075277755291,114.51790921888913,"Camden, NJ","Camden, NJ<br>Cases: 8580<br>Deaths: 580","Camden, NJ<br>Cases per 100k pop: 1694.1<br>Deaths per 100k pop: 114.5"
1778,Cape May,34009.0,39.15008829,-74.80170244,834,87,New Jersey,Cape May County,92039,NJ,10.43,906.1376155760058,94.52514694857615,"Cape May, NJ","Cape May, NJ<br>Cases: 834<br>Deaths: 87","Cape May, NJ<br>Cases per 100k pop: 906.1<br>Deaths per 100k pop: 94.5"
1779,Cumberland,34011.0,39.37199394,-75.10712559,3348,158,New Jersey,Cumberland County,149527,NJ,4.72,2239.060504123001,105.6665351408107,"Cumberland, NJ","Cumberland, NJ<br>Cases: 3348<br>Deaths: 158","Cumberland, NJ<br>Cases per 100k pop: 2239.1<br>Deaths per 100k pop: 105.7"
1780,Essex,34013.0,40.78681335,-74.24657979,19747,2111,New Jersey,Essex County,798975,NJ,10.69,2471.5416627554055,264.21352357708315,"Essex, NJ","Essex, NJ<br>Cases: 19747<br>Deaths: 2111","Essex, NJ<br>Cases per 100k pop: 2471.5<br>Deaths per 100k pop: 264.2"
